,symboling,normalized-losses,make,fuel-type,aspiration,num-of-doors,body-style,drive-wheels,engine-location,wheel-base,length,width,height,curb-weight,engine-type,num-of-cylinders,engine-size,fuel-system,bore,stroke,compression-ratio,horsepower,peak-rpm,city-mpg,highway-mpg,price,highway-L/100km,city-L/100km,normalized-height,normalized-width,normalized-length,horsepower-binned,price-binned
97,0,128.0,nissan,gas,std,four,sedan,fwd,front,100.4,181.7,66.5,55.1,3095,ohcv,six,181,mpfi,3.43,3.27,9.0,152.0,5200.0,17,22,13499.0,10.681818181818182,13.823529411764707,0.9214046822742475,0.9236111111111112,0.8731379144641999,Medium,Low
98,0,108.0,nissan,gas,std,four,wagon,fwd,front,100.4,184.6,66.5,56.1,3296,ohcv,six,181,mpfi,3.43,3.27,9.0,152.0,5200.0,17,22,14399.0,10.681818181818182,13.823529411764707,0.9381270903010034,0.9236111111111112,0.8870735223450265,Medium,Low
99,0,108.0,nissan,gas,std,four,sedan,fwd,front,100.4,184.6,66.5,55.1,3060,ohcv,six,181,mpfi,3.43,3.27,9.0,152.0,5200.0,19,25,13499.0,9.4,12.368421052631579,0.9214046822742475,0.9236111111111112,0.8870735223450265,Medium,Low
100,3,194.0,nissan,gas,std,two,hatchback,rwd,front,91.3,170.7,67.9,49.7,3071,ohcv,six,181,mpfi,3.43,3.27,9.0,160.0,5200.0,19,25,17199.0,9.4,12.368421052631579,0.831103678929766,0.9430555555555556,0.8202787121576165,Medium,Low
101,3,194.0,nissan,gas,turbo,two,hatchback,rwd,front,91.3,170.7,67.9,49.7,3139,ohcv,six,181,mpfi,3.43,3.27,7.8,200.0,5200.0,17,23,19699.0,10.217391304347826,13.823529411764707,0.831103678929766,0.9430555555555556,0.8202787121576165,High,Medium
102,1,231.0,nissan,gas,std,two,hatchback,rwd,front,99.2,178.5,67.9,49.7,3139,ohcv,six,181,mpfi,3.43,3.27,9.0,160.0,5200.0,19,25,18399.0,9.4,12.368421052631579,0.831103678929766,0.9430555555555556,0.857760691975012,Medium,Low
103,0,161.0,peugot,gas,std,four,sedan,rwd,front,107.9,186.7,68.4,56.7,3020,l,four,120,mpfi,3.46,3.19,8.4,97.0,5000.0,19,24,11900.0,9.791666666666666,12.368421052631579,0.948160535117057,0.9500000000000001,0.897164824603556,Low,Low
104,0,161.0,peugot,diesel,turbo,four,sedan,rwd,front,107.9,186.7,68.4,56.7,3197,l,four,152,idi,3.7,3.52,21.0,95.0,4150.0,28,33,13200.0,7.121212121212121,8.392857142857142,0.948160535117057,0.9500000000000001,0.897164824603556,Low,Low
105,0,122.0,peugot,gas,std,four,wagon,rwd,front,114.2,198.9,68.4,58.7,3230,l,four,120,mpfi,3.46,3.19,8.4,97.0,5000.0,19,24,12440.0,9.791666666666666,12.368421052631579,0.9816053511705687,0.9500000000000001,0.9557904853435849,Low,Low
106,0,122.0,peugot,diesel,turbo,four,wagon,rwd,front,114.2,198.9,68.4,58.7,3430,l,four,152,idi,3.7,3.52,21.0,95.0,4150.0,25,25,13860.0,9.4,9.4,0.9816053511705687,0.9500000000000001,0.9557904853435849,Low,Low
107,0,161.0,peugot,gas,std,four,sedan,rwd,front,107.9,186.7,68.4,56.7,3075,l,four,120,mpfi,3.46,2.19,8.4,95.0,5000.0,19,24,15580.0,9.791666666666666,12.368421052631579,0.948160535117057,0.9500000000000001,0.897164824603556,Low,Low
108,0,161.0,peugot,diesel,turbo,four,sedan,rwd,front,107.9,186.7,68.4,56.7,3252,l,four,152,idi,3.7,3.52,21.0,95.0,4150.0,28,33,16900.0,7.121212121212121,8.392857142857142,0.948160535117057,0.9500000000000001,0.897164824603556,Low,Low
109,0,122.0,peugot,gas,std,four,wagon,rwd,front,114.2,198.9,68.4,56.7,3285,l,four,120,mpfi,3.46,2.19,8.4,95.0,5000.0,19,24,16695.0,9.791666666666666,12.368421052631579,0.948160535117057,0.9500000000000001,0.9557904853435849,Low,Low
110,0,122.0,peugot,diesel,turbo,four,wagon,rwd,front,114.2,198.9,68.4,58.7,3485,l,four,152,idi,3.7,3.52,21.0,95.0,4150.0,25,25,17075.0,9.4,9.4,0.9816053511705687,0.9500000000000001,0.9557904853435849,Low,Low
111,0,161.0,peugot,gas,std,four,sedan,rwd,front,107.9,186.7,68.4,56.7,3075,l,four,120,mpfi,3.46,3.19,8.4,97.0,5000.0,19,24,16630.0,9.791666666666666,12.368421052631579,0.948160535117057,0.9500000000000001,0.897164824603556,Low,Low
112,0,161.0,peugot,diesel,turbo,four,sedan,rwd,front,107.9,186.7,68.4,56.7,3252,l,four,152,idi,3.7,3.52,21.0,95.0,4150.0,28,33,17950.0,7.121212121212121,8.392857142857142,0.948160535117057,0.9500000000000001,0.897164824603556,Low,Low
113,0,161.0,peugot,gas,turbo,four,sedan,rwd,front,108.0,186.7,68.3,56.0,3130,l,four,134,mpfi,3.61,3.21,7.0,142.0,5600.0,18,24,18150.0,9.791666666666666,13.055555555555555,0.9364548494983278,0.9486111111111111,0.897164824603556,Medium,Low
114,1,119.0,plymouth,gas,std,two,hatchback,fwd,front,93.7,157.3,63.8,50.8,1918,ohc,four,90,2bbl,2.97,3.23,9.4,68.0,5500.0,37,41,5572.0,5.7317073170731705,6.351351351351352,0.8494983277591973,0.8861111111111111,0.7558865929841423,Low,Low
115,1,119.0,plymouth,gas,turbo,two,hatchback,fwd,front,93.7,157.3,63.8,50.8,2128,ohc,four,98,spdi,3.03,3.39,7.6,102.0,5500.0,24,30,7957.0,7.833333333333333,9.791666666666666,0.8494983277591973,0.8861111111111111,0.7558865929841423,Low,Low
116,1,154.0,plymouth,gas,std,four,hatchback,fwd,front,93.7,157.3,63.8,50.6,1967,ohc,four,90,2bbl,2.97,3.23,9.4,68.0,5500.0,31,38,6229.0,6.184210526315789,7.580645161290323,0.8461538461538463,0.8861111111111111,0.7558865929841423,Low,Low
117,1,154.0,plymouth,gas,std,four,sedan,fwd,front,93.7,167.3,63.8,50.8,1989,ohc,four,90,2bbl,2.97,3.23,9.4,68.0,5500.0,31,38,6692.0,6.184210526315789,7.580645161290323,0.8494983277591973,0.8861111111111111,0.8039404132628545,Low,Low
118,1,154.0,plymouth,gas,std,four,sedan,fwd,front,93.7,167.3,63.8,50.8,2191,ohc,four,98,2bbl,2.97,3.23,9.4,68.0,5500.0,31,38,7609.0,6.184210526315789,7.580645161290323,0.8494983277591973,0.8861111111111111,0.8039404132628545,Low,Low
119,-1,74.0,plymouth,gas,std,four,wagon,fwd,front,103.3,174.6,64.6,59.8,2535,ohc,four,122,2bbl,3.35,3.46,8.5,88.0,5000.0,24,30,8921.0,7.833333333333333,9.791666666666666,1.0,0.8972222222222221,0.8390197020663143,Low,Low
120,3,122.0,plymouth,gas,turbo,two,hatchback,rwd,front,95.9,173.2,66.3,50.2,2818,ohc,four,156,spdi,3.59,3.86,7.0,145.0,5000.0,19,24,12764.0,9.791666666666666,12.368421052631579,0.8394648829431439,0.9208333333333333,0.8322921672272945,Medium,Low
121,3,186.0,porsche,gas,std,two,hatchback,rwd,front,94.5,168.9,68.3,50.2,2778,ohc,four,151,mpfi,3.94,3.11,9.5,143.0,5500.0,19,27,22018.0,8.703703703703704,12.368421052631579,0.8394648829431439,0.9486111111111111,0.8116290245074483,Medium,Medium
122,3,122.0,porsche,gas,std,two,hardtop,rwd,rear,89.5,168.9,65.0,51.6,2756,ohcf,six,194,mpfi,3.74,2.9,9.5,207.0,5900.0,17,25,32528.0,9.4,13.823529411764707,0.8628762541806021,0.9027777777777778,0.8116290245074483,High,High
123,3,122.0,porsche,gas,std,two,hardtop,rwd,rear,89.5,168.9,65.0,51.6,2756,ohcf,six,194,mpfi,3.74,2.9,9.5,207.0,5900.0,17,25,34028.0,9.4,13.823529411764707,0.8628762541806021,0.9027777777777778,0.8116290245074483,High,High
124,3,122.0,porsche,gas,std,two,convertible,rwd,rear,89.5,168.9,65.0,51.6,2800,ohcf,six,194,mpfi,3.74,2.9,9.5,207.0,5900.0,17,25,37028.0,9.4,13.823529411764707,0.8628762541806021,0.9027777777777778,0.8116290245074483,High,High
125,0,122.0,renault,gas,std,four,wagon,fwd,front,96.1,181.5,66.5,55.2,2579,ohc,four,132,mpfi,3.46,3.9,8.7,103.35858585858585,5118.181818181818,23,31,9295.0,7.580645161290323,10.217391304347826,0.9230769230769231,0.9236111111111112,0.8721768380586257,Low,Low
126,2,122.0,renault,gas,std,two,hatchback,fwd,front,96.1,176.8,66.6,50.5,2460,ohc,four,132,mpfi,3.46,3.9,8.7,103.35858585858585,5118.181818181818,23,31,9895.0,7.580645161290323,10.217391304347826,0.8444816053511706,0.9249999999999999,0.849591542527631,Low,Low
127,3,150.0,saab,gas,std,two,hatchback,fwd,front,99.1,186.6,66.5,56.1,2658,ohc,four,121,mpfi,3.54,3.07,9.31,110.0,5250.0,21,28,11850.0,8.392857142857142,11.19047619047619,0.9381270903010034,0.9236111111111112,0.8966842864007688,Low,Low
128,2,104.0,saab,gas,std,four,sedan,fwd,front,99.1,186.6,66.5,56.1,2695,ohc,four,121,mpfi,3.54,3.07,9.3,110.0,5250.0,21,28,12170.0,8.392857142857142,11.19047619047619,0.9381270903010034,0.9236111111111112,0.8966842864007688,Low,Low
129,3,150.0,saab,gas,std,two,hatchback,fwd,front,99.1,186.6,66.5,56.1,2707,ohc,four,121,mpfi,2.54,2.07,9.3,110.0,5250.0,21,28,15040.0,8.392857142857142,11.19047619047619,0.9381270903010034,0.9236111111111112,0.8966842864007688,Low,Low
130,2,104.0,saab,gas,std,four,sedan,fwd,front,99.1,186.6,66.5,56.1,2758,ohc,four,121,mpfi,3.54,3.07,9.3,110.0,5250.0,21,28,15510.0,8.392857142857142,11.19047619047619,0.9381270903010034,0.9236111111111112,0.8966842864007688,Low,Low
131,3,150.0,saab,gas,turbo,two,hatchback,fwd,front,99.1,186.6,66.5,56.1,2808,dohc,four,121,mpfi,3.54,3.07,9.0,160.0,5500.0,19,26,18150.0,9.038461538461538,12.368421052631579,0.9381270903010034,0.9236111111111112,0.8966842864007688,Medium,Low
132,2,104.0,saab,gas,turbo,four,sedan,fwd,front,99.1,186.6,66.5,56.1,2847,dohc,four,121,mpfi,3.54,3.07,9.0,160.0,5500.0,19,26,18620.0,9.038461538461538,12.368421052631579,0.9381270903010034,0.9236111111111112,0.8966842864007688,Medium,Medium
133,2,83.0,subaru,gas,std,two,hatchback,fwd,front,93.7,156.9,63.4,53.7,2050,ohcf,four,97,2bbl,3.62,2.36,9.0,69.0,4900.0,31,36,5118.0,6.527777777777778,7.580645161290323,0.8979933110367894,0.8805555555555555,0.7539644401729938,Low,
134,2,83.0,subaru,gas,std,two,hatchback,fwd,front,93.7,157.9,63.6,53.7,2120,ohcf,four,108,2bbl,3.62,2.64,8.7,73.0,4400.0,26,31,7053.0,7.580645161290323,9.038461538461538,0.8979933110367894,0.8833333333333333,0.758769822200865,Low,Low
135,2,83.0,subaru,gas,std,two,hatchback,4wd,front,93.3,157.3,63.8,55.7,2240,ohcf,four,108,2bbl,3.62,2.64,8.7,73.0,4400.0,26,31,7603.0,7.580645161290323,9.038461538461538,0.931438127090301,0.8861111111111111,0.7558865929841423,Low,Low
136,0,102.0,subaru,gas,std,four,sedan,fwd,front,97.2,172.0,65.4,52.5,2145,ohcf,four,108,2bbl,3.62,2.64,9.5,82.0,4800.0,32,37,7126.0,6.351351351351352,7.34375,0.8779264214046824,0.9083333333333334,0.8265257087938491,Low,Low
137,0,102.0,subaru,gas,std,four,sedan,fwd,front,97.2,172.0,65.4,52.5,2190,ohcf,four,108,2bbl,3.62,2.64,9.5,82.0,4400.0,28,33,7775.0,7.121212121212121,8.392857142857142,0.8779264214046824,0.9083333333333334,0.8265257087938491,Low,Low
138,0,102.0,subaru,gas,std,four,sedan,fwd,front,97.2,172.0,65.4,52.5,2340,ohcf,four,108,mpfi,3.62,2.64,9.0,94.0,5200.0,26,32,9960.0,7.34375,9.038461538461538,0.8779264214046824,0.9083333333333334,0.8265257087938491,Low,Low
139,0,102.0,subaru,gas,std,four,sedan,4wd,front,97.0,172.0,65.4,54.3,2385,ohcf,four,108,2bbl,3.62,2.64,9.0,82.0,4800.0,24,25,9233.0,9.4,9.791666666666666,0.9080267558528428,0.9083333333333334,0.8265257087938491,Low,Low
140,0,102.0,subaru,gas,turbo,four,sedan,4wd,front,97.0,172.0,65.4,54.3,2510,ohcf,four,108,mpfi,3.62,2.64,7.7,111.0,4800.0,24,29,11259.0,8.10344827586207,9.791666666666666,0.9080267558528428,0.9083333333333334,0.8265257087938491,Low,Low
141,0,89.0,subaru,gas,std,four,wagon,fwd,front,97.0,173.5,65.4,53.0,2290,ohcf,four,108,2bbl,3.62,2.64,9.0,82.0,4800.0,28,32,7463.0,7.34375,8.392857142857142,0.8862876254180603,0.9083333333333334,0.8337337818356559,Low,Low
142,0,89.0,subaru,gas,std,four,wagon,fwd,front,97.0,173.5,65.4,53.0,2455,ohcf,four,108,mpfi,3.62,2.64,9.0,94.0,5200.0,25,31,10198.0,7.580645161290323,9.4,0.8862876254180603,0.9083333333333334,0.8337337818356559,Low,Low
143,0,85.0,subaru,gas,std,four,wagon,4wd,front,96.9,173.6,65.4,54.9,2420,ohcf,four,108,2bbl,3.62,2.64,9.0,82.0,4800.0,23,29,8013.0,8.10344827586207,10.217391304347826,0.9180602006688964,0.9083333333333334,0.8342143200384431,Low,Low
144,0,85.0,subaru,gas,turbo,four,wagon,4wd,front,96.9,173.6,65.4,54.9,2650,ohcf,four,108,mpfi,3.62,2.64,7.7,111.0,4800.0,23,23,11694.0,10.217391304347826,10.217391304347826,0.9180602006688964,0.9083333333333334,0.8342143200384431,Low,Low
145,1,87.0,toyota,gas,std,two,hatchback,fwd,front,95.7,158.7,63.6,54.5,1985,ohc,four,92,2bbl,3.05,3.03,9.0,62.0,4800.0,35,39,5348.0,6.0256410256410255,6.714285714285714,0.911371237458194,0.8833333333333333,0.762614127823162,Low,Low
146,1,87.0,toyota,gas,std,two,hatchback,fwd,front,95.7,158.7,63.6,54.5,2040,ohc,four,92,2bbl,3.05,3.03,9.0,62.0,4800.0,31,38,6338.0,6.184210526315789,7.580645161290323,0.911371237458194,0.8833333333333333,0.762614127823162,Low,Low
147,1,74.0,toyota,gas,std,four,hatchback,fwd,front,95.7,158.7,63.6,54.5,2015,ohc,four,92,2bbl,3.05,3.03,9.0,62.0,4800.0,31,38,6488.0,6.184210526315789,7.580645161290323,0.911371237458194,0.8833333333333333,0.762614127823162,Low,Low
148,0,77.0,toyota,gas,std,four,wagon,fwd,front,95.7,169.7,63.6,59.1,2280,ohc,four,92,2bbl,3.05,3.03,9.0,62.0,4800.0,31,37,6918.0,6.351351351351352,7.580645161290323,0.988294314381271,0.8833333333333333,0.8154733301297453,Low,Low
149,0,81.0,toyota,gas,std,four,wagon,4wd,front,95.7,169.7,63.6,59.1,2290,ohc,four,92,2bbl,3.05,3.03,9.0,62.0,4800.0,27,32,7898.0,7.34375,8.703703703703704,0.988294314381271,0.8833333333333333,0.8154733301297453,Low,Low
150,0,91.0,toyota,gas,std,four,wagon,4wd,front,95.7,169.7,63.6,59.1,3110,ohc,four,92,2bbl,3.05,3.03,9.0,62.0,4800.0,27,32,8778.0,7.34375,8.703703703703704,0.988294314381271,0.8833333333333333,0.8154733301297453,Low,Low
151,0,91.0,toyota,gas,std,four,sedan,fwd,front,95.7,166.3,64.4,53.0,2081,ohc,four,98,2bbl,3.19,3.03,9.0,70.0,4800.0,30,37,6938.0,6.351351351351352,7.833333333333333,0.8862876254180603,0.8944444444444445,0.7991350312349833,Low,Low
152,0,91.0,toyota,gas,std,four,hatchback,fwd,front,95.7,166.3,64.4,52.8,2109,ohc,four,98,2bbl,3.19,3.03,9.0,70.0,4800.0,30,37,7198.0,6.351351351351352,7.833333333333333,0.882943143812709,0.8944444444444445,0.7991350312349833,Low,Low
153,0,91.0,toyota,diesel,std,four,sedan,fwd,front,95.7,166.3,64.4,53.0,2275,ohc,four,110,idi,3.27,3.35,22.5,56.0,4500.0,34,36,7898.0,6.527777777777778,6.911764705882353,0.8862876254180603,0.8944444444444445,0.7991350312349833,Low,Low
154,0,91.0,toyota,diesel,std,four,hatchback,fwd,front,95.7,166.3,64.4,52.8,2275,ohc,four,110,idi,3.27,3.35,22.5,56.0,4500.0,38,47,7788.0,5.0,6.184210526315789,0.882943143812709,0.8944444444444445,0.7991350312349833,Low,Low
155,0,91.0,toyota,gas,std,four,sedan,fwd,front,95.7,166.3,64.4,53.0,2094,ohc,four,98,2bbl,3.19,3.03,9.0,70.0,4800.0,38,47,7738.0,5.0,6.184210526315789,0.8862876254180603,0.8944444444444445,0.7991350312349833,Low,Low
156,0,91.0,toyota,gas,std,four,hatchback,fwd,front,95.7,166.3,64.4,52.8,2122,ohc,four,98,2bbl,3.19,3.03,9.0,70.0,4800.0,28,34,8358.0,6.911764705882353,8.392857142857142,0.882943143812709,0.8944444444444445,0.7991350312349833,Low,Low
157,0,91.0,toyota,gas,std,four,sedan,fwd,front,95.7,166.3,64.4,52.8,2140,ohc,four,98,2bbl,3.19,3.03,9.0,70.0,4800.0,28,34,9258.0,6.911764705882353,8.392857142857142,0.882943143812709,0.8944444444444445,0.7991350312349833,Low,Low
158,1,168.0,toyota,gas,std,two,sedan,rwd,front,94.5,168.7,64.0,52.6,2169,ohc,four,98,2bbl,3.19,3.03,9.0,70.0,4800.0,29,34,8058.0,6.911764705882353,8.10344827586207,0.8795986622073579,0.8888888888888888,0.810667948101874,Low,Low
159,1,168.0,toyota,gas,std,two,hatchback,rwd,front,94.5,168.7,64.0,52.6,2204,ohc,four,98,2bbl,3.19,3.03,9.0,70.0,4800.0,29,34,8238.0,6.911764705882353,8.10344827586207,0.8795986622073579,0.8888888888888888,0.810667948101874,Low,Low
160,1,168.0,toyota,gas,std,two,sedan,rwd,front,94.5,168.7,64.0,52.6,2265,dohc,four,98,mpfi,3.24,3.08,9.4,112.0,6600.0,26,29,9298.0,8.10344827586207,9.038461538461538,0.8795986622073579,0.8888888888888888,0.810667948101874,Low,Low
161,1,168.0,toyota,gas,std,two,hatchback,rwd,front,94.5,168.7,64.0,52.6,2300,dohc,four,98,mpfi,3.24,3.08,9.4,112.0,6600.0,26,29,9538.0,8.10344827586207,9.038461538461538,0.8795986622073579,0.8888888888888888,0.810667948101874,Low,Low
162,2,134.0,toyota,gas,std,two,hardtop,rwd,front,98.4,176.2,65.6,52.0,2540,ohc,four,146,mpfi,3.62,3.5,9.3,116.0,4800.0,24,30,8449.0,7.833333333333333,9.791666666666666,0.8695652173913044,0.911111111111111,0.8467083133109082,Low,Low
163,2,134.0,toyota,gas,std,two,hardtop,rwd,front,98.4,176.2,65.6,52.0,2536,ohc,four,146,mpfi,3.62,3.5,9.3,116.0,4800.0,24,30,9639.0,7.833333333333333,9.791666666666666,0.8695652173913044,0.911111111111111,0.8467083133109082,Low,Low
164,2,134.0,toyota,gas,std,two,hatchback,rwd,front,98.4,176.2,65.6,52.0,2551,ohc,four,146,mpfi,3.62,3.5,9.3,116.0,4800.0,24,30,9989.0,7.833333333333333,9.791666666666666,0.8695652173913044,0.911111111111111,0.8467083133109082,Low,Low
165,2,134.0,toyota,gas,std,two,hardtop,rwd,front,98.4,176.2,65.6,52.0,2679,ohc,four,146,mpfi,3.62,3.5,9.3,116.0,4800.0,24,30,11199.0,7.833333333333333,9.791666666666666,0.8695652173913044,0.911111111111111,0.8467083133109082,Low,Low
166,2,134.0,toyota,gas,std,two,hatchback,rwd,front,98.4,176.2,65.6,52.0,2714,ohc,four,146,mpfi,3.62,3.5,9.3,116.0,4800.0,24,30,11549.0,7.833333333333333,9.791666666666666,0.8695652173913044,0.911111111111111,0.8467083133109082,Low,Low
167,2,134.0,toyota,gas,std,two,convertible,rwd,front,98.4,176.2,65.6,53.0,2975,ohc,four,146,mpfi,3.62,3.5,9.3,116.0,4800.0,24,30,17669.0,7.833333333333333,9.791666666666666,0.8862876254180603,0.911111111111111,0.8467083133109082,Low,Low
168,-1,65.0,toyota,gas,std,four,sedan,fwd,front,102.4,175.6,66.5,54.9,2326,ohc,four,122,mpfi,3.31,3.54,8.7,92.0,4200.0,29,34,8948.0,6.911764705882353,8.10344827586207,0.9180602006688964,0.9236111111111112,0.8438250840941854,Low,Low
169,-1,65.0,toyota,diesel,turbo,four,sedan,fwd,front,102.4,175.6,66.5,54.9,2480,ohc,four,110,idi,3.27,3.35,22.5,73.0,4500.0,30,33,10698.0,7.121212121212121,7.833333333333333,0.9180602006688964,0.9236111111111112,0.8438250840941854,Low,Low
170,-1,65.0,toyota,gas,std,four,hatchback,fwd,front,102.4,175.6,66.5,53.9,2414,ohc,four,122,mpfi,3.31,3.54,8.7,92.0,4200.0,27,32,9988.0,7.34375,8.703703703703704,0.9013377926421405,0.9236111111111112,0.8438250840941854,Low,Low
171,-1,65.0,toyota,gas,std,four,sedan,fwd,front,102.4,175.6,66.5,54.9,2414,ohc,four,122,mpfi,3.31,3.54,8.7,92.0,4200.0,27,32,10898.0,7.34375,8.703703703703704,0.9180602006688964,0.9236111111111112,0.8438250840941854,Low,Low
172,-1,65.0,toyota,gas,std,four,hatchback,fwd,front,102.4,175.6,66.5,53.9,2458,ohc,four,122,mpfi,3.31,3.54,8.7,92.0,4200.0,27,32,11248.0,7.34375,8.703703703703704,0.9013377926421405,0.9236111111111112,0.8438250840941854,Low,Low
173,3,197.0,toyota,gas,std,two,hatchback,rwd,front,102.9,183.5,67.7,52.0,2976,dohc,six,171,mpfi,3.27,3.35,9.3,161.0,5200.0,20,24,16558.0,9.791666666666666,11.75,0.8695652173913044,0.9402777777777778,0.8817876021143681,Medium,Low
174,3,197.0,toyota,gas,std,two,hatchback,rwd,front,102.9,183.5,67.7,52.0,3016,dohc,six,171,mpfi,3.27,3.35,9.3,161.0,5200.0,19,24,15998.0,9.791666666666666,12.368421052631579,0.8695652173913044,0.9402777777777778,0.8817876021143681,Medium,Low
175,-1,90.0,toyota,gas,std,four,sedan,rwd,front,104.5,187.8,66.5,54.1,3131,dohc,six,171,mpfi,3.27,3.35,9.2,156.0,5200.0,20,24,15690.0,9.791666666666666,11.75,0.9046822742474917,0.9236111111111112,0.9024507448342144,Medium,Low
176,-1,122.0,toyota,gas,std,four,wagon,rwd,front,104.5,187.8,66.5,54.1,3151,dohc,six,161,mpfi,3.27,3.35,9.2,156.0,5200.0,19,24,15750.0,9.791666666666666,12.368421052631579,0.9046822742474917,0.9236111111111112,0.9024507448342144,Medium,Low
177,2,122.0,volkswagen,diesel,std,two,sedan,fwd,front,97.3,171.7,65.5,55.7,2261,ohc,four,97,idi,3.01,3.4,23.0,52.0,4800.0,37,46,7775.0,5.108695652173913,6.351351351351352,0.931438127090301,0.9097222222222222,0.8250840941854877,Low,Low
178,2,122.0,volkswagen,gas,std,two,sedan,fwd,front,97.3,171.7,65.5,55.7,2209,ohc,four,109,mpfi,3.19,3.4,9.0,85.0,5250.0,27,34,7975.0,6.911764705882353,8.703703703703704,0.931438127090301,0.9097222222222222,0.8250840941854877,Low,Low
179,2,94.0,volkswagen,diesel,std,four,sedan,fwd,front,97.3,171.7,65.5,55.7,2264,ohc,four,97,idi,3.01,3.4,23.0,52.0,4800.0,37,46,7995.0,5.108695652173913,6.351351351351352,0.931438127090301,0.9097222222222222,0.8250840941854877,Low,Low
180,2,94.0,volkswagen,gas,std,four,sedan,fwd,front,97.3,171.7,65.5,55.7,2212,ohc,four,109,mpfi,3.19,3.4,9.0,85.0,5250.0,27,34,8195.0,6.911764705882353,8.703703703703704,0.931438127090301,0.9097222222222222,0.8250840941854877,Low,Low
181,2,94.0,volkswagen,gas,std,four,sedan,fwd,front,97.3,171.7,65.5,55.7,2275,ohc,four,109,mpfi,3.19,3.4,9.0,85.0,5250.0,27,34,8495.0,6.911764705882353,8.703703703703704,0.931438127090301,0.9097222222222222,0.8250840941854877,Low,Low
182,2,94.0,volkswagen,diesel,turbo,four,sedan,fwd,front,97.3,171.7,65.5,55.7,2319,ohc,four,97,idi,3.01,3.4,23.0,68.0,4500.0,37,42,9495.0,5.595238095238095,6.351351351351352,0.931438127090301,0.9097222222222222,0.8250840941854877,Low,Low
183,2,94.0,volkswagen,gas,std,four,sedan,fwd,front,97.3,171.7,65.5,55.7,2300,ohc,four,109,mpfi,3.19,3.4,10.0,100.0,5500.0,26,32,9995.0,7.34375,9.038461538461538,0.931438127090301,0.9097222222222222,0.8250840941854877,Low,Low
184,3,122.0,volkswagen,gas,std,two,convertible,fwd,front,94.5,159.3,64.2,55.6,2254,ohc,four,109,mpfi,3.19,3.4,8.5,90.0,5500.0,24,29,11595.0,8.10344827586207,9.791666666666666,0.9297658862876255,0.8916666666666667,0.7654973570398848,Low,Low
185,3,256.0,volkswagen,gas,std,two,hatchback,fwd,front,94.5,165.7,64.0,51.4,2221,ohc,four,109,mpfi,3.19,3.4,8.5,90.0,5500.0,24,29,9980.0,8.10344827586207,9.791666666666666,0.8595317725752508,0.8888888888888888,0.7962518020182604,Low,Low
186,0,122.0,volkswagen,gas,std,four,sedan,fwd,front,100.4,180.2,66.9,55.1,2661,ohc,five,136,mpfi,3.19,3.4,8.5,110.0,5500.0,19,24,13295.0,9.791666666666666,12.368421052631579,0.9214046822742475,0.9291666666666667,0.865929841422393,Low,Low
187,0,122.0,volkswagen,diesel,turbo,four,sedan,fwd,front,100.4,180.2,66.9,55.1,2579,ohc,four,97,idi,3.01,3.4,23.0,68.0,4500.0,33,38,13845.0,6.184210526315789,7.121212121212121,0.9214046822742475,0.9291666666666667,0.865929841422393,Low,Low
188,0,122.0,volkswagen,gas,std,four,wagon,fwd,front,100.4,183.1,66.9,55.1,2563,ohc,four,109,mpfi,3.19,3.4,9.0,88.0,5500.0,25,31,12290.0,7.580645161290323,9.4,0.9214046822742475,0.9291666666666667,0.8798654493032196,Low,Low
189,-2,103.0,volvo,gas,std,four,sedan,rwd,front,104.3,188.8,67.2,56.2,2912,ohc,four,141,mpfi,3.78,3.15,9.5,114.0,5400.0,23,28,12940.0,8.392857142857142,10.217391304347826,0.939799331103679,0.9333333333333333,0.9072561268620856,Low,Low
190,-1,74.0,volvo,gas,std,four,wagon,rwd,front,104.3,188.8,67.2,57.5,3034,ohc,four,141,mpfi,3.78,3.15,9.5,114.0,5400.0,23,28,13415.0,8.392857142857142,10.217391304347826,0.9615384615384616,0.9333333333333333,0.9072561268620856,Low,Low
191,-2,103.0,volvo,gas,std,four,sedan,rwd,front,104.3,188.8,67.2,56.2,2935,ohc,four,141,mpfi,3.78,3.15,9.5,114.0,5400.0,24,28,15985.0,8.392857142857142,9.791666666666666,0.939799331103679,0.9333333333333333,0.9072561268620856,Low,Low
192,-1,74.0,volvo,gas,std,four,wagon,rwd,front,104.3,188.8,67.2,57.5,3042,ohc,four,141,mpfi,3.78,3.15,9.5,114.0,5400.0,24,28,16515.0,8.392857142857142,9.791666666666666,0.9615384615384616,0.9333333333333333,0.9072561268620856,Low,Low
193,-2,103.0,volvo,gas,turbo,four,sedan,rwd,front,104.3,188.8,67.2,56.2,3045,ohc,four,130,mpfi,3.62,3.15,7.5,162.0,5100.0,17,22,18420.0,10.681818181818182,13.823529411764707,0.939799331103679,0.9333333333333333,0.9072561268620856,Medium,Low
194,-1,74.0,volvo,gas,turbo,four,wagon,rwd,front,104.3,188.8,67.2,57.5,3157,ohc,four,130,mpfi,3.62,3.15,7.5,162.0,5100.0,17,22,18950.0,10.681818181818182,13.823529411764707,0.9615384615384616,0.9333333333333333,0.9072561268620856,Medium,Medium
